Team,Medal
Switzerland,NA
Germany,Silver
West Germany,NA
West Germany,Gold
West Germany,NA
Switzerland,NA
West Germany,NA
West Germany,NA
West Germany,NA
Germany,NA
Switzerland,NA
Switzerland,Gold
Switzerland,Silver
Switzerland,NA
Germany,NA
Germany,NA
Germany,NA
Germany,Bronze
Spain,NA
Great Britain,NA
United States,Gold
United States,Gold
Great Britain,NA
Great Britain,NA
Bahamas,NA
Bahamas,NA
United States,Silver
Costa Rica,NA
Ireland,NA
Ireland,NA
Ireland,NA
Austria,NA
Austria,NA
Austria,NA
Austria,NA
United States,NA
Germany,NA
Mozambique,NA
Germany,NA
Germany,NA
Finland,NA
Finland,NA
Finland,NA
Uganda,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Belarus,NA
Belarus,NA
Zambia,NA
Zambia,NA
Zambia,NA
Spain,Silver
Great Britain,NA
Great Britain,NA
Uzbekistan,NA
Romania,NA
Kenya,NA
Kenya,NA
Kenya,NA
Belarus,NA
South Korea,NA
South Korea,NA
South Korea,Gold
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
North Korea,NA
South Korea,NA
South Korea,Gold
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,Bronze
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
Italy,NA
Italy,NA
Italy,NA
Spain,NA
Kazakhstan,NA
Serbia,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Germany,NA
Denmark,NA
Germany,Bronze
Armenia,NA
East Germany,NA
South Africa,NA
South Africa,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
India,NA
East Germany,Gold
Germany,Gold
Canada,NA
Uganda,NA
Japan,NA
Kenya,NA
Italy,NA
Italy,NA
Japan,NA
Canada,NA
Spain,NA
Malaysia,NA
France,Bronze
Yugoslavia,NA
Yugoslavia,NA
Yugoslavia,NA
Yugoslavia,NA
Iraq,NA
Iraq,NA
India,NA
Puerto Rico,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hungary,NA
East Germany,Gold
East Germany,NA
Uzbekistan,NA
United States,NA
United States,NA
Bahamas,NA
Bahamas,Bronze
Spain,Gold
Spain,NA
Cuba,Bronze
Spain,NA
Colombia,NA
Chile,NA
Chile,NA
Mexico,NA
Panama,NA
Panama,NA
Spain,NA
Spain,NA
Venezuela,NA
Venezuela,NA
Mexico,NA
Peru,NA
Peru,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Costa Rica,NA
Costa Rica,NA
Costa Rica,NA
Costa Rica,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Mexico,NA
Spain,NA
Cuba,NA
Colombia,Bronze
Colombia,NA
Colombia,NA
Chile,NA
Chile,NA
Spain,NA
Chile,NA
Chile,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Great Britain,NA
United States,Bronze
Netherlands,NA
Netherlands,NA
Germany,Silver
Great Britain-2,NA
Spain,NA
Spain,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Bronze
Romania,Bronze
Romania,NA
Malawi,NA
Malawi,NA
Soviet Union,NA
Soviet Union,NA
Canada,NA
South Africa,NA
Kenya,NA
Rwanda,NA
Zambia,NA
Kenya,NA
France,NA
United States,Silver
United States,Gold
United States,Bronze
Austria,NA
Austria,NA
Austria,Silver
Finland,NA
Finland,NA
Finland,NA
Zambia,NA
Italy,NA
Italy,NA
Qatar,NA
Iraq,NA
Uzbekistan,NA
Uzbekistan,NA
Russia,Gold
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Finland,NA
Finland,NA
Finland,Bronze
Latvia,NA
Japan,NA
Japan,NA
Japan,NA
Belarus,NA
Belarus,NA
Belarus,NA
Soviet Union,NA
Soviet Union,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Gold
Japan,NA
Japan,NA
Japan,NA
Kazakhstan,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Soviet Union,NA
Soviet Union,Gold
Soviet Union,Gold
Kazakhstan,NA
Kazakhstan,NA
Russia,NA
Indonesia,NA
Indonesia,NA
Kenya,NA
Japan,NA
Japan,NA
France,NA
New Zealand,NA
New Zealand,NA
Great Britain,NA
Great Britain,NA
Great Britain,Silver
New Zealand,NA
Great Britain,NA
Jamaica,NA
Moldova,Bronze
Bulgaria,NA
Bulgaria,NA
Poland,NA
Brazil,NA
Brazil,NA
Brazil,NA
Israel,NA
Israel,NA
Israel,NA
Romania,NA
Croatia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Costa Rica,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Costa Rica,NA
Costa Rica,NA
Colombia,NA
Brazil,Silver
Brazil,Silver
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Russia,NA
Switzerland,NA
Slovenia,NA
Slovenia,NA
Japan,NA
Japan,Gold
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Philippines,NA
Philippines,NA
Japan,NA
Australia,NA
Australia,NA
Australia,NA
Ireland,NA
Ireland,Silver
Ireland,NA
Ireland,NA
Great Britain,NA
United States,Bronze
Ireland,NA
Ireland,NA
Ireland,NA
Ireland,NA
United States,Bronze
Canada,NA
Canada,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,Bronze
Australia,Bronze
Australia,NA
United States,Gold
United States,Gold
United States,Gold
New Zealand,NA
New Zealand,NA
Zimbabwe,NA
Zimbabwe,NA
Canada,NA
Canada,NA
Australia,NA
United States,NA
United States,Silver
Bermuda,NA
Bermuda,NA
Ireland,NA
Bahamas,NA
Bahamas,NA
Bahamas,NA
Bahamas,NA
Great Britain,NA
Great Britain,NA
Great Britain,Gold
Great Britain,Silver
Great Britain-2,NA
Great Britain,Gold
Great Britain-1,NA
Great Britain-2,NA
United States,NA
United States,NA
Canada,NA
Canada,NA
Bahamas,NA
South Africa,NA
Canada,NA
Sweden,NA
New Zealand,NA
New Zealand,NA
New Zealand,Gold
New Zealand,Gold
Great Britain,NA
Australia,NA
Great Britain,NA
Great Britain-2,NA
Great Britain-2,NA
Great Britain-2,NA
Australia,NA
Great Britain,NA
Canada,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
South Africa,NA
South Africa,NA
Great Britain,NA
Great Britain,Silver
Great Britain,NA
Netherlands Antilles,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
New Zealand,NA
United States,NA
Great Britain,Bronze
Great Britain,NA
Great Britain,Bronze
Great Britain,NA
Germany,NA
Slovenia,NA
Azerbaijan,NA
Russia,Bronze
Ukraine,NA
Russia,Gold
Australia,NA
Australia,NA
Australia,Bronze
Finland,NA
Finland,NA
Finland,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Malaysia,NA
Georgia,NA
Georgia,NA
Russia,NA
Russia,NA
Russia,Gold
Nigeria,NA
Nigeria-1,NA
Nigeria,NA
Nigeria-2,NA
New Zealand,NA
Zimbabwe,NA
Zimbabwe,NA
Sudan,NA
Iraq,NA
Nigeria,NA
Nigeria,NA
Sudan,NA
Sudan,NA
Sudan,NA
Uganda,NA
Albania,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Turkey,NA
Belarus,NA
Kyrgyzstan,NA
Kyrgyzstan,NA
Malta,NA
Malta,NA
Australia,NA
Malta,NA
Malta,NA
Germany,NA
Germany-1,NA
Germany-1,NA
Somalia,NA
Belgium,NA
Russia,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Unified Team,NA
Zambia,NA
Ukraine,NA
Norway,NA
Australia,NA
Slovenia,NA
Croatia,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Czech Republic,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czech Republic,NA
Czech Republic,NA
Moldova,NA
Moldova,NA
Moldova,NA
East Germany-1,Bronze
East Germany-1,Gold
East Germany-1,Silver
East Germany-2,Silver
East Germany-1,Silver
East Germany-1,Silver
Germany-1,Silver
Germany-2,NA
Individual Olympic Athletes,NA
Netherlands,NA
Netherlands,NA
Azerbaijan,NA
Belize,NA
Belize,NA
Belize,NA
Croatia,Gold
Russia,NA
Russia,Bronze
Turkey,NA
Turkey,NA
Turkey,NA
United States,Gold
United States,Gold
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Italy,Bronze
Uganda,NA
Australia,NA
Australia,NA
Libya,NA
Tanzania,NA
United States,Gold
New Zealand,NA
New Zealand,NA
Estonia,NA
Estonia,NA
Estonia,NA
Iraq,NA
Uzbekistan,NA
Russia,Bronze
Russia,Silver
Russia,Bronze
Russia,Gold
Russia,NA
Russia,Bronze
Russia,Silver
Russia,NA
Russia,Gold
Russia,NA
Bulgaria,Bronze
Bulgaria,Gold
Malaysia,NA
Malaysia,NA
New Zealand,NA
Bosnia and Herzegovina,NA
Croatia,NA
Croatia,NA
Croatia,NA
Croatia,NA
Romania,NA
Romania,NA
Romania,NA
Romania,Bronze
Austria,NA
Finland,Bronze
Finland,NA
Finland,NA
Sweden,NA
Sweden,NA
Yugoslavia,Silver
Russia,Gold
Slovakia,Bronze
Italy,Gold
Italy,NA
Romania,NA
Romania,Bronze
Romania,NA
Austria,NA
Kenya,Bronze
Kenya,Bronze
Kenya,NA
Uganda,NA
Zimbabwe,NA
Zimbabwe,NA
Zambia,NA
Kazakhstan,NA
Kazakhstan,Bronze
Uganda,NA
Cote d'Ivoire,NA
Cote d'Ivoire,NA
Finland,NA
Yugoslavia,Bronze
Iraq,NA
Uganda,NA
Romania,NA
Uganda,NA
Uganda,NA
India,NA
India,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Kenya,NA
Kenya,NA
Argentina,Silver
Argentina,NA
Turkey,NA
Turkey,Gold
Turkey,Gold
Turkey,Gold
Turkey,NA
Japan,NA
Japan,NA
Congo (Kinshasa),NA
Congo (Kinshasa),NA
Congo (Kinshasa),NA
Congo (Kinshasa),NA
Congo (Kinshasa),NA
Zimbabwe,NA
Mozambique,NA
Mozambique,NA
Mozambique,NA
Mozambique,Bronze
Mozambique,Gold
Mozambique,NA
Mozambique,NA
Germany,NA
Kenya,NA
Kenya,NA
Kenya,NA
Kenya,Bronze
Denmark,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Angola,NA
Angola,NA
Turkey,NA
Turkey,NA
Kuwait,NA
Ukraine,NA
Latvia,NA
Soviet Union,Gold
Czech Republic,NA
Czech Republic,NA
France,Gold
Zambia,NA
Zambia,NA
Zambia,NA
Zimbabwe,NA
Italy,NA
Italy,NA
United States,NA
Cameroon,NA
South Africa,NA
Cameroon,NA
Zimbabwe,NA
Rwanda,NA
Tanzania,NA
Zambia,NA
Zambia,NA
Kenya,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Congo (Kinshasa),NA
Tanzania,NA
Tanzania,NA
Kenya,NA
Kenya,NA
Kenya,NA
Zambia,NA
Tanzania,NA
Tanzania,NA
Tanzania,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Tanzania,NA
Malawi,NA
Malawi,NA
Malawi,NA
Malawi,NA
Kenya,NA
Kiribati,NA
Tanzania,NA
Tanzania,NA
Kenya,NA
Zambia,Bronze
Tanzania,NA
France,NA
France,NA
Soviet Union,Bronze
Soviet Union,NA
Russia,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
Canada,NA
Canada,NA
Canada,Bronze
Canada,Bronze
Canada,NA
Canada,Bronze
South Korea,Silver
Jamaica,NA
Jamaica,NA
Italy,NA
Canada,NA
Spain,NA
Spain,NA
Spain,NA
New Zealand,NA
Great Britain,NA
Canada,NA
Canada,NA
Greece,Gold
Greece,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Sweden,NA
Sweden,NA
Sweden,Bronze
Sweden,NA
Myanmar,NA
Myanmar,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Soviet Union,Gold
Ukraine,NA
Ukraine,NA
Soviet Union,NA
Norway,NA
United States,Silver
Finland,NA
Norway,Bronze
Lithuania,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Ghana,NA
Finland,NA
Finland,NA
Finland,NA
Finland,NA
Finland,Bronze
Finland,Silver
Finland,NA
Finland,Bronze
Finland,Bronze
Finland,Gold
Finland,NA
Finland,Bronze
Finland,NA
Finland,NA
Finland,Silver
Finland,Bronze
Finland,Bronze
Soviet Union,Gold
Greece,NA
Greece,Silver
Greece,NA
Greece,NA
Greece,NA
Ukraine,NA
Japan,NA
United States,NA
Norway,NA
Sweden,Bronze
Poland,NA
United States,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,Bronze
United States,NA
United States,Bronze
Costa Rica,NA
Norway,NA
Norway,NA
Norway,Bronze
Norway,NA
Norway,NA
Ukraine,NA
Ukraine,NA
Kazakhstan,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Belgium,NA
Slovakia,Silver
Germany,NA
Germany,Bronze
Norway,NA
Soviet Union,Bronze
Soviet Union,Silver
Soviet Union,Gold
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia-2,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Poland,NA
Greece,Silver
Greece,NA
Greece,NA
Poland,NA
Poland,NA
Soviet Union,Bronze
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Finland,NA
Finland,NA
Finland,NA
Gabon,NA
Belarus,NA
Tanzania,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea-2,Silver
South Korea,NA
South Korea-1,NA
South Korea-1,NA
South Korea-1,Bronze
South Korea,NA
South Korea,NA
Australia,NA
China,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
India,NA
Tanzania,NA
Morocco,NA
Morocco,NA
Fiji,NA
Netherlands,NA
Netherlands,NA
Rwanda,NA
Japan,NA
Russia,NA
Russia,NA
Switzerland,NA
Switzerland,Bronze
Estonia,Silver
Estonia,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
Iran,NA
Uzbekistan,NA
Tajikistan,NA
Russia,NA
Belarus,NA
Russia,NA
Russia,NA
Indonesia,NA
Indonesia,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Zambia,NA
Israel,NA
Israel,NA
Israel,NA
Yugoslavia,Bronze
Croatia,Gold
Canada,NA
Egypt,NA
Tanzania,NA
Spain-2,NA
Spain,Gold
Spain-1,NA
Spain,NA
Spain-2,Gold
Italy,NA
Sri Lanka,NA
Georgia,NA
United States,NA
United States,NA
United States,NA
United States,Bronze
Canada,NA
Pakistan,NA
Pakistan,NA
Austria,NA
Iran,NA
Belarus,NA
Belarus,NA
Iraq,NA
Brazil,NA
Switzerland,Bronze
Switzerland,NA
Switzerland,NA
Egypt,NA
Egypt,NA
Egypt,NA
Georgia,NA
Georgia,NA
Syria,NA
Chad,NA
Chad,NA
Chad,NA
Chad,NA
Switzerland,NA
Ukraine,NA
Kyrgyzstan,NA
Samoa,NA
Libya,NA
Japan,NA
Estonia,NA
Estonia,NA
Belgium,NA
Switzerland,NA
Switzerland,NA
Morocco,NA
Morocco,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan-1,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
India,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Silver
Fiji,NA
Japan,Bronze
Japan,Silver
Japan,NA
Japan,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
United States,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Silver
Japan,NA
Egypt,NA
Egypt,NA
Egypt,NA
Japan,NA
Japan,NA
Netherlands,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
West Germany,NA
Austria,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,Gold
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Belarus,NA
Belarus,NA
Belarus,NA
Belarus,NA
Tunisia,NA
Jordan,NA
Romania,NA
Brazil,NA
Croatia,Silver
France,NA
France,NA
Russia,NA
Russia,Silver
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Egypt,NA
Egypt,NA
Egypt,NA
Thailand,NA
Thailand,NA
Thailand,NA
Slovakia,NA
Hungary,Bronze
Hungary,Silver
Romania,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary-2,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Slovakia,NA
Slovakia,NA
Hungary,NA
Hungary,NA
Hungary,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
France,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,NA
Hungary,Gold
Hungary,NA
Hungary,Gold
Hungary,NA
Hungary,NA
Hungary,NA
Romania,NA
Hungary,NA
Romania-1,NA
Romania,NA
Romania-1,NA
Hungary,NA
Hungary,NA
Hungary,NA
Slovakia,NA
Soviet Union,Silver
Soviet Union,Silver
Unified Team,NA
Tunisia,NA
Burundi,NA
Soviet Union,NA
United States,NA
United States,NA
United States,NA
Syria,NA
Syria,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Mongolia,NA
Mongolia,Gold
Mongolia,Silver
Mongolia,NA
Argentina,NA
Argentina,NA
South Africa,NA
Fiji,NA
Namibia,NA
Namibia,NA
Namibia,NA
France,NA
France,NA
France,NA
France,NA
Fiji,NA
Fiji,NA
Fiji,NA
Mauritius,NA
Mauritius,NA
Syria,NA
Bulgaria,NA
Soviet Union,NA
Soviet Union,Gold
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Myanmar,NA
Fiji,NA
Morocco,NA
Japan,Silver
Japan,Bronze
Japan-1,NA
Japan,NA
Japan,NA
Japan,NA
Fiji,NA
Poland,Bronze
Poland,NA
Poland,Bronze
Poland,NA
Morocco,NA
Honduras,NA
Serbia and Montenegro,NA
Serbia,NA
Serbia,NA
Serbia,NA
Poland,NA
Poland,NA
Kuwait,NA
Kuwait,NA
Philippines,NA
Philippines,NA
Philippines,NA
Syria,NA
Morocco,NA
Japan,NA
Uganda,NA
Japan,Bronze
Japan,NA
Japan,NA
Brazil,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Fiji,NA
Japan,Bronze
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Gold
Japan,NA
Japan-2,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Silver
Japan,Bronze
Japan,NA
Japan,Bronze
Australia,NA
Australia,NA
Japan,Bronze
Japan,NA
Japan,Bronze
Japan,NA
Japan,Bronze
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan-2,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
American Samoa,NA
American Samoa,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Gold
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Philippines,NA
Japan,NA
Japan,NA
Japan-2,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Fiji,Gold
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Fiji,NA
Fiji,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Japan,Silver
Japan-1,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Ukraine,NA
Syria,NA
Syria,NA
Syria,NA
Kenya,NA
Kenya,NA
Yugoslavia,Silver
Yugoslavia,Gold
Yugoslavia,Bronze
Uganda,NA
Uganda,NA
Turkey,NA
Turkey,NA
Turkey,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Latvia,NA
Bulgaria,Bronze
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Vanuatu,NA
Poland,NA
Argentina,NA
Argentina-2,NA
Argentina,NA
Argentina,NA
Armenia,NA
Soviet Union,NA
Brazil,NA
Brazil,NA
Brazil,Gold
New Zealand,NA
Italy,NA
Italy,NA
Italy,NA
United States,Silver
United States,Bronze
United States,Gold
United States-2,NA
United States-2,NA
France,NA
South Korea,NA
South Korea,Gold
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,Bronze
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Bronze
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
Lesotho,NA
Japan,NA
United States,Silver
United States,Silver
Soviet Union,NA
India,NA
Japan,NA
Mongolia,Bronze
Mongolia,NA
Mongolia,NA
Tanzania,NA
Thailand,NA
Myanmar,NA
Romania,NA
Romania,NA
Italy,NA
Italy,NA
France,NA
France,NA
France,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Australia,NA
India,NA
India,NA
India,NA
India,NA
Argentina,NA
Bulgaria,NA
